,County,Value,State (Rate),Year,Content.Area,State (Avg)
1334,APACHE,32.2,113.1,2015,Infectious Diseases,
1335,SANTA CRUZ,30.3,113.1,2015,Infectious Diseases,
1336,MOHAVE,29.5,113.1,2015,Infectious Diseases,
1337,YAVAPAI,28,113.1,2015,Infectious Diseases,
1338,COCONINO,22.5,113.1,2015,Infectious Diseases,
1339,YUMA,19.8,113.1,2015,Infectious Diseases,
1340,PINAL,117.1,84.4,2014,Infectious Diseases,
1341,MARICOPA,97.5,84.4,2014,Infectious Diseases,
1342,PIMA,89.1,84.4,2014,Infectious Diseases,
1343,LA PAZ,84.8,84.4,2014,Infectious Diseases,
1344,GILA,64.5,84.4,2014,Infectious Diseases,
1345,COCHISE,47.8,84.4,2014,Infectious Diseases,
1346,GREENLEE,44.2,84.4,2014,Infectious Diseases,
1347,GRAHAM,37.2,84.4,2014,Infectious Diseases,
1348,SANTA CRUZ,29.7,84.4,2014,Infectious Diseases,
1349,NAVAJO,27.1,84.4,2014,Infectious Diseases,
1350,MOHAVE,26.4,84.4,2014,Infectious Diseases,
1351,COCONINO,21.8,84.4,2014,Infectious Diseases,
1352,YAVAPAI,18.7,84.4,2014,Infectious Diseases,
1353,APACHE,16.1,84.4,2014,Infectious Diseases,
1354,YUMA,12.4,84.4,2014,Infectious Diseases,
1355,MARICOPA,104.1,89,2013,Infectious Diseases,
1356,PINAL,102.9,89,2013,Infectious Diseases,
1357,PIMA,99.2,89,2013,Infectious Diseases,
1358,GILA,74.2,89,2013,Infectious Diseases,
1359,LA PAZ,64,89,2013,Infectious Diseases,
1360,GRAHAM,45.9,89,2013,Infectious Diseases,
1361,COCHISE,45,89,2013,Infectious Diseases,
1362,SANTA CRUZ,39.6,89,2013,Infectious Diseases,
1363,NAVAJO,33.6,89,2013,Infectious Diseases,
1364,MOHAVE,29.3,89,2013,Infectious Diseases,
1365,YAVAPAI,21.2,89,2013,Infectious Diseases,
1366,APACHE,19.1,89,2013,Infectious Diseases,
1367,COCONINO,15.6,89,2013,Infectious Diseases,
1368,YUMA,12.1,89,2013,Infectious Diseases,
1369,GREENLEE,11.4,89,2013,Infectious Diseases,
1370,MARICOPA,258.8,198.1,2012,Infectious Diseases,
1371,PINAL,200.4,198.1,2012,Infectious Diseases,
1372,PIMA,156.5,198.1,2012,Infectious Diseases,
1373,LA PAZ,122.7,198.1,2012,Infectious Diseases,
1374,GILA,92.6,198.1,2012,Infectious Diseases,
1375,GRAHAM,89,198.1,2012,Infectious Diseases,
1376,MOHAVE,53.6,198.1,2012,Infectious Diseases,
1377,SANTA CRUZ,39.8,198.1,2012,Infectious Diseases,
1378,NAVAJO,36.3,198.1,2012,Infectious Diseases,
1379,COCHISE,35.8,198.1,2012,Infectious Diseases,
1380,COCONINO,35.7,198.1,2012,Infectious Diseases,
1381,YAVAPAI,25,198.1,2012,Infectious Diseases,
1382,APACHE,23.4,198.1,2012,Infectious Diseases,
1383,GREENLEE,23,198.1,2012,Infectious Diseases,
1384,YUMA,16.2,198.1,2012,Infectious Diseases,
1385,MARICOPA,347,255.1,2011,Infectious Diseases,
1386,LA PAZ,220.2,255.1,2011,Infectious Diseases,
1387,PINAL,215.2,255.1,2011,Infectious Diseases,
1388,PIMA,168.7,255.1,2011,Infectious Diseases,
1389,GRAHAM,94.2,255.1,2011,Infectious Diseases,
1390,GILA,93.9,255.1,2011,Infectious Diseases,
1391,MOHAVE,69.4,255.1,2011,Infectious Diseases,
1392,COCHISE,53.5,255.1,2011,Infectious Diseases,
1393,NAVAJO,52.1,255.1,2011,Infectious Diseases,
1394,COCONINO,42.4,255.1,2011,Infectious Diseases,
1395,SANTA CRUZ,42,255.1,2011,Infectious Diseases,
1396,YAVAPAI,27.9,255.1,2011,Infectious Diseases,
1397,APACHE,26.3,255.1,2011,Infectious Diseases,
1398,YUMA,15,255.1,2011,Infectious Diseases,
1399,GREENLEE,11.7,255.1,2011,Infectious Diseases,
1400,MARICOPA,247.8,186,2010,Infectious Diseases,
1401,PINAL,149.8,186,2010,Infectious Diseases,
1402,PIMA,145.9,186,2010,Infectious Diseases,
1403,LA PAZ,126.9,186,2010,Infectious Diseases,
1404,GILA,85.8,186,2010,Infectious Diseases,
1405,GRAHAM,64.5,186,2010,Infectious Diseases,
1406,MOHAVE,59,186,2010,Infectious Diseases,
1407,COCHISE,36.5,186,2010,Infectious Diseases,
1408,APACHE,32.2,186,2010,Infectious Diseases,
1409,NAVAJO,31.6,186,2010,Infectious Diseases,
1410,COCONINO,30.5,186,2010,Infectious Diseases,
1411,SANTA CRUZ,29.5,186,2010,Infectious Diseases,
1412,YAVAPAI,18.5,186,2010,Infectious Diseases,
1413,GREENLEE,11.9,186,2010,Infectious Diseases,
1414,YUMA,10.7,186,2010,Infectious Diseases,
1415,APACHE,958.715,691.953,2017,Mortality,
1416,NAVAJO,893.631,691.953,2017,Mortality,
1417,MOHAVE,876.783,691.953,2017,Mortality,
1418,GILA,856.5,691.953,2017,Mortality,
1419,LA PAZ,834.433,691.953,2017,Mortality,
1420,GRAHAM,827.516,691.953,2017,Mortality,
1421,COCHISE,770.703,691.953,2017,Mortality,
1422,YAVAPAI,747.053,691.953,2017,Mortality,
1423,COCONINO,706.144,691.953,2017,Mortality,
1424,PIMA,695.164,691.953,2017,Mortality,
1425,MARICOPA,649.413,691.953,2017,Mortality,
1426,GREENLEE,636.159,691.953,2017,Mortality,
1427,PINAL,623.86,691.953,2017,Mortality,
1428,YUMA,570.793,691.953,2017,Mortality,
1429,SANTA CRUZ,552.957,691.953,2017,Mortality,
1430,GILA,"1,056.5",705.8,2016,Mortality,
1431,MOHAVE,"1,053.5",705.8,2016,Mortality,
1432,APACHE,"1,052.5",705.8,2016,Mortality,
1433,NAVAJO,988.2,705.8,2016,Mortality,
1434,COCHISE,857.5,705.8,2016,Mortality,
1435,COCONINO,835.2,705.8,2016,Mortality,
1436,LA PAZ,835.2,705.8,2016,Mortality,
1437,YAVAPAI,816.1,705.8,2016,Mortality,
1438,GRAHAM,812.7,705.8,2016,Mortality,
1439,PIMA,793.7,705.8,2016,Mortality,
1440,PINAL,791.8,705.8,2016,Mortality,
1441,MARICOPA,765.8,705.8,2016,Mortality,
1442,YUMA,680.6,705.8,2016,Mortality,
1443,SANTA CRUZ,634.2,705.8,2016,Mortality,
1444,GREENLEE,557.5,705.8,2016,Mortality,
1445,APACHE,"1,045.2",704.9,2015,Mortality,
1446,GILA,"1,031.4",704.9,2015,Mortality,
1447,MOHAVE,995.5,704.9,2015,Mortality,
1448,NAVAJO,891.5,704.9,2015,Mortality,
1449,COCHISE,823.9,704.9,2015,Mortality,
1450,YAVAPAI,816.4,704.9,2015,Mortality,
1451,PINAL,806.5,704.9,2015,Mortality,
1452,COCONINO,788,704.9,2015,Mortality,
1453,PIMA,772.3,704.9,2015,Mortality,
1454,MARICOPA,740.3,704.9,2015,Mortality,
1455,GREENLEE,727.7,704.9,2015,Mortality,
1456,LA PAZ,725.2,704.9,2015,Mortality,
1457,GRAHAM,722.9,704.9,2015,Mortality,
1458,YUMA,645.6,704.9,2015,Mortality,
1459,SANTA CRUZ,604.3,704.9,2015,Mortality,
1460,APACHE,963.1,685.9,2014,Mortality,
1461,GILA,941.9,685.9,2014,Mortality,
1462,NAVAJO,919.7,685.9,2014,Mortality,
1463,MOHAVE,847.1,685.9,2014,Mortality,
1464,GRAHAM,835.4,685.9,2014,Mortality,
1465,YAVAPAI,787,685.9,2014,Mortality,
1466,COCHISE,753.8,685.9,2014,Mortality,
1467,LA PAZ,752.8,685.9,2014,Mortality,
1468,COCONINO,736.8,685.9,2014,Mortality,
1469,PIMA,730.4,685.9,2014,Mortality,
1470,PINAL,719.9,685.9,2014,Mortality,
1471,MARICOPA,717.1,685.9,2014,Mortality,
1472,YUMA,645,685.9,2014,Mortality,
1473,SANTA CRUZ,584.7,685.9,2014,Mortality,
1474,GREENLEE,549.8,685.9,2014,Mortality,
1475,NAVAJO,917.1,693.7,2013,Mortality,
1476,APACHE,916.6,693.7,2013,Mortality,
1477,GILA,898.5,693.7,2013,Mortality,
1478,MOHAVE,854.5,693.7,2013,Mortality,
1479,GRAHAM,795.4,693.7,2013,Mortality,
1480,YAVAPAI,773,693.7,2013,Mortality,
1481,COCHISE,737.9,693.7,2013,Mortality,
1482,LA PAZ,727.8,693.7,2013,Mortality,
1483,PIMA,693.3,693.7,2013,Mortality,
1484,MARICOPA,672.9,693.7,2013,Mortality,
1485,COCONINO,671.3,693.7,2013,Mortality,
1486,PINAL,624.4,693.7,2013,Mortality,
1487,SANTA CRUZ,583.6,693.7,2013,Mortality,
1488,YUMA,569.3,693.7,2013,Mortality,
1489,GREENLEE,519.8,693.7,2013,Mortality,
1490,GRAHAM,884.3,691.5,2012,Mortality,
1491,NAVAJO,870.7,691.5,2012,Mortality,
1492,APACHE,844.7,691.5,2012,Mortality,
1493,MOHAVE,827.3,691.5,2012,Mortality,
1494,GILA,824.3,691.5,2012,Mortality,
1495,LA PAZ,753,691.5,2012,Mortality,
1496,YAVAPAI,752.2,691.5,2012,Mortality,
1497,GREENLEE,748.8,691.5,2012,Mortality,
1498,COCONINO,729.4,691.5,2012,Mortality,
1499,COCHISE,723.4,691.5,2012,Mortality,
1500,PIMA,715,691.5,2012,Mortality,
1501,MARICOPA,662.4,691.5,2012,Mortality,
1502,PINAL,646.2,691.5,2012,Mortality,
1503,SANTA CRUZ,632.7,691.5,2012,Mortality,
1504,YUMA,617.6,691.5,2012,Mortality,
1505,APACHE,936.9,689.7,2011,Mortality,
1506,GILA,883.5,689.7,2011,Mortality,
1507,NAVAJO,874.1,689.7,2011,Mortality,
1508,GREENLEE,850.4,689.7,2011,Mortality,
1509,MOHAVE,811.5,689.7,2011,Mortality,
1510,GRAHAM,728.1,689.7,2011,Mortality,
1511,COCHISE,727.2,689.7,2011,Mortality,
1512,YAVAPAI,715.1,689.7,2011,Mortality,
1513,COCONINO,712.5,689.7,2011,Mortality,
1514,PIMA,702.7,689.7,2011,Mortality,
1515,MARICOPA,666.5,689.7,2011,Mortality,
1516,PINAL,661,689.7,2011,Mortality,
1517,YUMA,621.6,689.7,2011,Mortality,
1518,LA PAZ,577.4,689.7,2011,Mortality,
1519,SANTA CRUZ,518.1,689.7,2011,Mortality,
1520,GRAHAM,915.1,680.6,2010,Mortality,
1521,APACHE,883.9,680.6,2010,Mortality,
1522,GILA,824.2,680.6,2010,Mortality,
1523,NAVAJO,813.6,680.6,2010,Mortality,
1524,MOHAVE,801.7,680.6,2010,Mortality,
1525,COCHISE,765.2,680.6,2010,Mortality,
1526,COCONINO,706.2,680.6,2010,Mortality,
1527,YAVAPAI,704.3,680.6,2010,Mortality,
1528,PIMA,696.6,680.6,2010,Mortality,
1529,GREENLEE,682.4,680.6,2010,Mortality,
1530,MARICOPA,654.3,680.6,2010,Mortality,
1531,PINAL,645.4,680.6,2010,Mortality,
1532,LA PAZ,633.6,680.6,2010,Mortality,
1533,YUMA,608,680.6,2010,Mortality,
1534,SANTA CRUZ,560,680.6,2010,Mortality,
